date,mean_temp,mean_dewpt,mean_pressure,max_temp,min_temp,max_humidity,min_humidity,max_dewpt,min_dewpt,max_pressure,min_pressure,precip_probability,precip_intensity,mean_temp_1,mean_temp_2,mean_temp_3,mean_temp_4,mean_temp_5,mean_temp_6,mean_temp_7,mean_temp_365,mean_temp_366,mean_temp_367,mean_temp_368,mean_temp_369,mean_temp_370,mean_temp_380,mean_dewpt_1,mean_dewpt_2,mean_dewpt_3,mean_dewpt_4,mean_dewpt_5,mean_dewpt_6,mean_dewpt_7,mean_dewpt_365,mean_dewpt_366,mean_dewpt_367,mean_dewpt_368,mean_dewpt_369,mean_dewpt_370,mean_dewpt_380,mean_pressure_1,mean_pressure_2,mean_pressure_3,mean_pressure_4,mean_pressure_5,mean_pressure_6,mean_pressure_7,mean_pressure_365,mean_pressure_366,mean_pressure_367,mean_pressure_368,mean_pressure_369,mean_pressure_370,mean_pressure_380,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_365,max_temp_366,max_temp_367,max_temp_368,max_temp_369,max_temp_370,max_temp_380,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_365,min_temp_366,min_temp_367,min_temp_368,min_temp_369,min_temp_370,min_temp_380,max_humidity_1,max_humidity_2,max_humidity_3,max_humidity_4,max_humidity_5,max_humidity_6,max_humidity_7,max_humidity_365,max_humidity_366,max_humidity_367,max_humidity_368,max_humidity_369,max_humidity_370,max_humidity_380,min_humidity_1,min_humidity_2,min_humidity_3,min_humidity_4,min_humidity_5,min_humidity_6,min_humidity_7,min_humidity_365,min_humidity_366,min_humidity_367,min_humidity_368,min_humidity_369,min_humidity_370,min_humidity_380,max_dewpt_1,max_dewpt_2,max_dewpt_3,max_dewpt_4,max_dewpt_5,max_dewpt_6,max_dewpt_7,max_dewpt_365,max_dewpt_366,max_dewpt_367,max_dewpt_368,max_dewpt_369,max_dewpt_370,max_dewpt_380,min_dewpt_1,min_dewpt_2,min_dewpt_3,min_dewpt_4,min_dewpt_5,min_dewpt_6,min_dewpt_7,min_dewpt_365,min_dewpt_366,min_dewpt_367,min_dewpt_368,min_dewpt_369,min_dewpt_370,min_dewpt_380,max_pressure_1,max_pressure_2,max_pressure_3,max_pressure_4,max_pressure_5,max_pressure_6,max_pressure_7,max_pressure_365,max_pressure_366,max_pressure_367,max_pressure_368,max_pressure_369,max_pressure_370,max_pressure_380,min_pressure_1,min_pressure_2,min_pressure_3,min_pressure_4,min_pressure_5,min_pressure_6,min_pressure_7,min_pressure_365,min_pressure_366,min_pressure_367,min_pressure_368,min_pressure_369,min_pressure_370,min_pressure_380,precip_probability_1,precip_probability_2,precip_probability_3,precip_probability_4,precip_probability_5,precip_probability_6,precip_probability_7,precip_probability_365,precip_probability_366,precip_probability_367,precip_probability_368,precip_probability_369,precip_probability_370,precip_probability_380,precip_intensity_1,precip_intensity_2,precip_intensity_3,precip_intensity_4,precip_intensity_5,precip_intensity_6,precip_intensity_7,precip_intensity_365,precip_intensity_366,precip_intensity_367,precip_intensity_368,precip_intensity_369,precip_intensity_370,precip_intensity_380
2015-04-17,55.69416666666667,45.5,1015.82,66.96,46.38,0.91,0.46,51.08,39.94,1018.43,1013.82,0.64,0.0026,49.99375,50.5375,51.0675,52.78375,49.1225,43.39291666666667,48.4025,,,,,,,,30.71,25.51,29.94,39.5,33.17,29.25,42.04,,,,,,,,1025.16,1027.36,1021.96,1016.67,1023.22,1018.24,1003.03,,,,,,,,61.67,59.89,62.5,66.87,62.84,52.31,57.73,,,,,,,,39.96,40.59,37.74,40.98,33.9,37.57,43.06,,,,,,,,0.71,0.49,0.84,0.83,0.79,0.74,0.97,,,,,,,,0.32,0.29,0.23,0.42,0.37,0.42,0.59,,,,,,,,42.4,30.1,38.51,56.95,38.01,30.93,51.15,,,,,,,,24.81,19.27,20.49,32.15,28.09,27.06,30.71,,,,,,,,1030.01,1029.75,1024.19,1022.05,1025.22,1022.66,1010.16,,,,,,,,1018.85,1023.94,1019.81,1009.01,1021.99,1010.2,997.0,,,,,,,,0.0,0.0,0.0,0.6,0.0,0.0,0.83,,,,,,,,0.0,0.0,0.0,0.0042,0.0,0.0,0.0135,,,,,,,
2015-04-18,54.8775,36.03,1017.07,65.25,42.66,0.81,0.29,45.2,29.37,1022.48,1014.11,0.0,0.0,55.69416666666667,49.99375,50.5375,51.0675,52.78375,49.1225,43.39291666666667,,,,,,,,45.5,30.71,25.51,29.94,39.5,33.17,29.25,,,,,,,,1015.82,1025.16,1027.36,1021.96,1016.67,1023.22,1018.24,,,,,,,,66.96,61.67,59.89,62.5,66.87,62.84,52.31,,,,,,,,46.38,39.96,40.59,37.74,40.98,33.9,37.57,,,,,,,,0.91,0.71,0.49,0.84,0.83,0.79,0.74,,,,,,,,0.46,0.32,0.29,0.23,0.42,0.37,0.42,,,,,,,,51.08,42.4,30.1,38.51,56.95,38.01,30.93,,,,,,,,39.94,24.81,19.27,20.49,32.15,28.09,27.06,,,,,,,,1018.43,1030.01,1029.75,1024.19,1022.05,1025.22,1022.66,,,,,,,,1013.82,1018.85,1023.94,1019.81,1009.01,1021.99,1010.2,,,,,,,,0.64,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,,,0.0026,0.0,0.0,0.0,0.0042,0.0,0.0,,,,,,,
2015-04-19,47.81333333333334,28.04,1020.03,55.45,38.11,0.68,0.31,30.36,24.07,1025.61,1009.31,0.0,0.0,54.8775,55.69416666666667,49.99375,50.5375,51.0675,52.78375,49.1225,,,,,,,,36.03,45.5,30.71,25.51,29.94,39.5,33.17,,,,,,,,1017.07,1015.82,1025.16,1027.36,1021.96,1016.67,1023.22,,,,,,,,65.25,66.96,61.67,59.89,62.5,66.87,62.84,,,,,,,,42.66,46.38,39.96,40.59,37.74,40.98,33.9,,,,,,,,0.81,0.91,0.71,0.49,0.84,0.83,0.79,,,,,,,,0.29,0.46,0.32,0.29,0.23,0.42,0.37,,,,,,,,45.2,51.08,42.4,30.1,38.51,56.95,38.01,,,,,,,,29.37,39.94,24.81,19.27,20.49,32.15,28.09,,,,,,,,1022.48,1018.43,1030.01,1029.75,1024.19,1022.05,1025.22,,,,,,,,1014.11,1013.82,1018.85,1023.94,1019.81,1009.01,1021.99,,,,,,,,0.0,0.64,0.0,0.0,0.0,0.6,0.0,,,,,,,,0.0,0.0026,0.0,0.0,0.0,0.0042,0.0,,,,,,,
2015-04-20,48.33125,44.76,999.04,56.93,41.14,0.99,0.48,54.02,31.46,1008.57,994.68,0.93,0.0175,47.81333333333334,54.8775,55.69416666666667,49.99375,50.5375,51.0675,52.78375,,,,,,,,28.04,36.03,45.5,30.71,25.51,29.94,39.5,,,,,,,,1020.03,1017.07,1015.82,1025.16,1027.36,1021.96,1016.67,,,,,,,,55.45,65.25,66.96,61.67,59.89,62.5,66.87,,,,,,,,38.11,42.66,46.38,39.96,40.59,37.74,40.98,,,,,,,,0.68,0.81,0.91,0.71,0.49,0.84,0.83,,,,,,,,0.31,0.29,0.46,0.32,0.29,0.23,0.42,,,,,,,,30.36,45.2,51.08,42.4,30.1,38.51,56.95,,,,,,,,24.07,29.37,39.94,24.81,19.27,20.49,32.15,,,,,,,,1025.61,1022.48,1018.43,1030.01,1029.75,1024.19,1022.05,,,,,,,,1009.31,1014.11,1013.82,1018.85,1023.94,1019.81,1009.01,,,,,,,,0.0,0.0,0.64,0.0,0.0,0.0,0.6,,,,,,,,0.0,0.0,0.0026,0.0,0.0,0.0,0.0042,,,,,,,
2015-04-21,45.72875,38.25,1000.99,50.15,39.92,0.87,0.63,44.74,36.36,1003.31,998.3,0.72,0.005,48.33125,47.81333333333334,54.8775,55.69416666666667,49.99375,50.5375,51.0675,,,,,,,,44.76,28.04,36.03,45.5,30.71,25.51,29.94,,,,,,,,999.04,1020.03,1017.07,1015.82,1025.16,1027.36,1021.96,,,,,,,,56.93,55.45,65.25,66.96,61.67,59.89,62.5,,,,,,,,41.14,38.11,42.66,46.38,39.96,40.59,37.74,,,,,,,,0.99,0.68,0.81,0.91,0.71,0.49,0.84,,,,,,,,0.48,0.31,0.29,0.46,0.32,0.29,0.23,,,,,,,,54.02,30.36,45.2,51.08,42.4,30.1,38.51,,,,,,,,31.46,24.07,29.37,39.94,24.81,19.27,20.49,,,,,,,,1008.57,1025.61,1022.48,1018.43,1030.01,1029.75,1024.19,,,,,,,,994.68,1009.31,1014.11,1013.82,1018.85,1023.94,1019.81,,,,,,,,0.93,0.0,0.0,0.64,0.0,0.0,0.0,,,,,,,,0.0175,0.0,0.0,0.0026,0.0,0.0,0.0,,,,,,,
2015-04-22,40.321250000000006,34.0,1002.38,44.7,34.73,0.88,0.66,36.49,29.01,1006.4,1000.74,0.61,0.0012,45.72875,48.33125,47.81333333333334,54.8775,55.69416666666667,49.99375,50.5375,,,,,,,,38.25,44.76,28.04,36.03,45.5,30.71,25.51,,,,,,,,1000.99,999.04,1020.03,1017.07,1015.82,1025.16,1027.36,,,,,,,,50.15,56.93,55.45,65.25,66.96,61.67,59.89,,,,,,,,39.92,41.14,38.11,42.66,46.38,39.96,40.59,,,,,,,,0.87,0.99,0.68,0.81,0.91,0.71,0.49,,,,,,,,0.63,0.48,0.31,0.29,0.46,0.32,0.29,,,,,,,,44.74,54.02,30.36,45.2,51.08,42.4,30.1,,,,,,,,36.36,31.46,24.07,29.37,39.94,24.81,19.27,,,,,,,,1003.31,1008.57,1025.61,1022.48,1018.43,1030.01,1029.75,,,,,,,,998.3,994.68,1009.31,1014.11,1013.82,1018.85,1023.94,,,,,,,,0.72,0.93,0.0,0.0,0.64,0.0,0.0,,,,,,,,0.005,0.0175,0.0,0.0,0.0026,0.0,0.0,,,,,,,
2015-04-23,34.01041666666668,24.54,1009.22,37.21,31.01,0.81,0.59,27.65,21.48,1013.44,1005.69,0.0,0.0,40.321250000000006,45.72875,48.33125,47.81333333333334,54.8775,55.69416666666667,49.99375,,,,,,,,34.0,38.25,44.76,28.04,36.03,45.5,30.71,,,,,,,,1002.38,1000.99,999.04,1020.03,1017.07,1015.82,1025.16,,,,,,,,44.7,50.15,56.93,55.45,65.25,66.96,61.67,,,,,,,,34.73,39.92,41.14,38.11,42.66,46.38,39.96,,,,,,,,0.88,0.87,0.99,0.68,0.81,0.91,0.71,,,,,,,,0.66,0.63,0.48,0.31,0.29,0.46,0.32,,,,,,,,36.49,44.74,54.02,30.36,45.2,51.08,42.4,,,,,,,,29.01,36.36,31.46,24.07,29.37,39.94,24.81,,,,,,,,1006.4,1003.31,1008.57,1025.61,1022.48,1018.43,1030.01,,,,,,,,1000.74,998.3,994.68,1009.31,1014.11,1013.82,1018.85,,,,,,,,0.61,0.72,0.93,0.0,0.0,0.64,0.0,,,,,,,,0.0012,0.005,0.0175,0.0,0.0,0.0026,0.0,,,,,,,
2015-04-24,36.08208333333333,23.79,1015.38,43.23,30.79,0.76,0.47,25.7,21.71,1017.09,1013.59,0.0,0.0,34.01041666666668,40.321250000000006,45.72875,48.33125,47.81333333333334,54.8775,55.69416666666667,,,,,,,,24.54,34.0,38.25,44.76,28.04,36.03,45.5,,,,,,,,1009.22,1002.38,1000.99,999.04,1020.03,1017.07,1015.82,,,,,,,,37.21,44.7,50.15,56.93,55.45,65.25,66.96,,,,,,,,31.01,34.73,39.92,41.14,38.11,42.66,46.38,,,,,,,,0.81,0.88,0.87,0.99,0.68,0.81,0.91,,,,,,,,0.59,0.66,0.63,0.48,0.31,0.29,0.46,,,,,,,,27.65,36.49,44.74,54.02,30.36,45.2,51.08,,,,,,,,21.48,29.01,36.36,31.46,24.07,29.37,39.94,,,,,,,,1013.44,1006.4,1003.31,1008.57,1025.61,1022.48,1018.43,,,,,,,,1005.69,1000.74,998.3,994.68,1009.31,1014.11,1013.82,,,,,,,,0.0,0.61,0.72,0.93,0.0,0.0,0.64,,,,,,,,0.0,0.0012,0.005,0.0175,0.0,0.0,0.0026,,,,,,,
2015-04-25,40.92708333333332,26.62,1013.34,50.84,28.99,0.78,0.43,30.01,21.17,1016.88,1009.19,0.0,0.0,36.08208333333333,34.01041666666668,40.321250000000006,45.72875,48.33125,47.81333333333334,54.8775,,,,,,,,23.79,24.54,34.0,38.25,44.76,28.04,36.03,,,,,,,,1015.38,1009.22,1002.38,1000.99,999.04,1020.03,1017.07,,,,,,,,43.23,37.21,44.7,50.15,56.93,55.45,65.25,,,,,,,,30.79,31.01,34.73,39.92,41.14,38.11,42.66,,,,,,,,0.76,0.81,0.88,0.87,0.99,0.68,0.81,,,,,,,,0.47,0.59,0.66,0.63,0.48,0.31,0.29,,,,,,,,25.7,27.65,36.49,44.74,54.02,30.36,45.2,,,,,,,,21.71,21.48,29.01,36.36,31.46,24.07,29.37,,,,,,,,1017.09,1013.44,1006.4,1003.31,1008.57,1025.61,1022.48,,,,,,,,1013.59,1005.69,1000.74,998.3,994.68,1009.31,1014.11,,,,,,,,0.0,0.0,0.61,0.72,0.93,0.0,0.0,,,,,,,,0.0,0.0,0.0012,0.005,0.0175,0.0,0.0,,,,,,,
2015-04-26,46.25916666666666,33.26,1009.8,53.64,39.52,0.72,0.5,35.54,29.58,1011.11,1008.79,0.0,0.0,40.92708333333332,36.08208333333333,34.01041666666668,40.321250000000006,45.72875,48.33125,47.81333333333334,,,,,,,,26.62,23.79,24.54,34.0,38.25,44.76,28.04,,,,,,,,1013.34,1015.38,1009.22,1002.38,1000.99,999.04,1020.03,,,,,,,,50.84,43.23,37.21,44.7,50.15,56.93,55.45,,,,,,,,28.99,30.79,31.01,34.73,39.92,41.14,38.11,,,,,,,,0.78,0.76,0.81,0.88,0.87,0.99,0.68,,,,,,,,0.43,0.47,0.59,0.66,0.63,0.48,0.31,,,,,,,,30.01,25.7,27.65,36.49,44.74,54.02,30.36,,,,,,,,21.17,21.71,21.48,29.01,36.36,31.46,24.07,,,,,,,,1016.88,1017.09,1013.44,1006.4,1003.31,1008.57,1025.61,,,,,,,,1009.19,1013.59,1005.69,1000.74,998.3,994.68,1009.31,,,,,,,,0.0,0.0,0.0,0.61,0.72,0.93,0.0,,,,,,,,0.0,0.0,0.0,0.0012,0.005,0.0175,0.0,,,,,,,
2015-04-27,47.55083333333334,36.88,1011.55,55.95,41.12,0.79,0.52,40.18,34.34,1015.62,1008.6,0.0,0.0,46.25916666666666,40.92708333333332,36.08208333333333,34.01041666666668,40.321250000000006,45.72875,48.33125,,,,,,,,33.26,26.62,23.79,24.54,34.0,38.25,44.76,,,,,,,,1009.8,1013.34,1015.38,1009.22,1002.38,1000.99,999.04,,,,,,,,53.64,50.84,43.23,37.21,44.7,50.15,56.93,,,,,,,,39.52,28.99,30.79,31.01,34.73,39.92,41.14,,,,,,,,0.72,0.78,0.76,0.81,0.88,0.87,0.99,,,,,,,,0.5,0.43,0.47,0.59,0.66,0.63,0.48,,,,,,,,35.54,30.01,25.7,27.65,36.49,44.74,54.02,,,,,,,,29.58,21.17,21.71,21.48,29.01,36.36,31.46,,,,,,,,1011.11,1016.88,1017.09,1013.44,1006.4,1003.31,1008.57,,,,,,,,1008.79,1009.19,1013.59,1005.69,1000.74,998.3,994.68,,,,,,,,0.0,0.0,0.0,0.0,0.61,0.72,0.93,,,,,,,,0.0,0.0,0.0,0.0,0.0012,0.005,0.0175,,,,,,,
